work_orders,Process_numbers,section_names,status,working_hours,priority
FA2302050131,4,ES,0,2.5,2183
FA2302050224,4,GP,0,1.3,2184
FA2302050225,4,GP,0,1.3,2185
FA2302050257,4,CNC,0,1.5,2186
FA2302050259,4,CNC,0,1.5,2187
FA2302220171,4,GP,0,3,2188
FA2303090056,4,ES,0,1.5,2189
FA2303100064,4,WE,0,2.5,2190
FA2303100065,4,ES,0,3,2191
FA2303110070,4,WE,0,4,2192
FA2303110071,4,WE,0,4,2193
FA2303120069,4,G,0,4,2194
FA2303130390,4,G,0,9,2195
FA2301030053,5,H,0,72,2196
FA2302050079,5,AW,0,0.5,2197
FA2302050080,5,AW,0,0.5,2198
FA2302050082,5,ES,0,6,2199
FA2302050085,5,ES,0,6,2200
FA2302050086,5,ES,0,6,2201
FA2302050088,5,G,0,1,2202
FA2302050089,5,EP,0,0.4,2203
FA2302050091,5,ES,0,4,2204
FA2302050095,5,ES,0,3,2205
FA2302050096,5,WE,0,2,2206
FA2302050100,5,AW,0,0.5,2207
FA2302050103,5,CNC,0,4.5,2208
FA2302050104,5,M,0,0.8,2209
FA2302050115,5,M,0,0.5,2210
FA2302050116,5,M,0,0.8,2211
FA2302050119,5,CNC,0,2,2212
FA2302050129,5,G,0,1.5,2213
FA2302050224,5,M,0,0.5,2214
FA2302050225,5,M,0,0.5,2215
FA2302050241,5,WE,0,1.8,2216
FA2302050242,5,WE,0,2.8,2217
FA2302050244,5,WE,0,1.8,2218
FA2302050245,5,WE,0,1.8,2219
FA2302050246,5,WE,0,1.8,2220
FA2302050249,5,WE,0,2.5,2221
FA2302050250,5,WE,0,1.8,2222
FA2302050251,5,WE,0,2.2,2223
FA2302050252,5,WE,0,1.8,2224
FA2302050253,5,WE,0,2.3,2225
FA2302050254,5,WE,0,1.8,2226
FA2302050255,5,WE,0,1.8,2227
FA2302050256,5,WE,0,1.8,2228
FA2302050264,5,CNC,0,10,2229
FA2302050274,5,G,0,1,2230
FA2302220171,5,G,0,8,2231
FA2303100064,5,ES,0,3,2232
FA2303110070,5,ES,0,8,2233
FA2303110071,5,ES,0,8,2234
FA2303120069,5,EP,0,1,2235
FA2303130390,5,ES,0,28,2236
FA2301030053,6,GP,0,2.5,2237
FA2301310495,6,ES,0,2,2238
FA2302050079,6,G,0,1.5,2239
FA2302050080,6,G,0,1.5,2240
FA2302050088,6,ES,0,4,2241
FA2302050089,6,WE,0,6,2242
FA2302050095,6,M,0,0.5,2243
FA2302050096,6,ES,0,5,2244
FA2302050100,6,G,0,1.5,2245
FA2302050103,6,ES,0,8,2246
FA2302050104,6,CNC,0,4.5,2247
FA2302050115,6,CNC,0,4,2248
FA2302050116,6,CNC,0,6,2249
FA2302050124,6,EP,0,0.6,2250
FA2302050126,6,EP,0,0.5,2251
FA2302050128,6,WE,0,2.5,2252
FA2302050129,6,WE,0,2.5,2253
FA2302050130,6,WE,0,2.5,2254
FA2302050249,6,M,0,0.5,2255
FA2302050253,6,M,0,0.5,2256
FA2302050254,6,M,0,0.5,2257
FA2302050255,6,M,0,0.5,2258
FA2302050256,6,M,0,0.5,2259
FA2302180216,6,G,0,1,2260
FA2302180217,6,G,0,1,2261
FA2302190205,6,BD,0,2,2262
FA2302190206,6,BD,0,2,2263
FA2302220171,6,WE,0,15,2264
FA2303050022,6,GP,0,3,2265
FA2303120069,6,WE,0,10,2266
FA2303130390,6,M,0,2,2267
FA2301030053,7,CNC,0,8,2268
FA2302050079,7,ES,0,2,2269
FA2302050080,7,ES,0,2,2270
FA2302050089,7,ES,0,6,2271
FA2302050100,7,ES,0,3,2272
FA2302050104,7,ES,0,8,2273
FA2302050115,7,ES,0,7,2274
FA2302050116,7,ES,0,6,2275
FA2302050124,7,WE,0,6,2276
FA2302050126,7,WE,0,6,2277
FA2302050128,7,ES,0,8,2278
FA2302050129,7,ES,0,8,2279
FA2302050130,7,ES,0,5,2280
FA2302050215,7,CNC,0,10,2281
FA2302180216,7,ES,0,3.5,2282
FA2302180217,7,ES,0,3.5,2283
FA2302190205,7,GP,0,8,2284
FA2302190206,7,GP,0,8,2285
FA2302220171,7,M,0,0.5,2286
FA2303050022,7,G,0,2.5,2287
FA2303120069,7,M,0,1,2288
FA2303130390,7,G,0,1,2289
FA2301030053,8,EP,0,0.5,2290
FA2302050116,8,G,0,1.5,2291
FA2302050124,8,ES,0,8,2292
FA2302050126,8,ES,0,8,2293
FA2302050128,8,M,0,0.5,2294
FA2302050129,8,M,0,0.5,2295
FA2302050130,8,M,0,0.5,2296
FA2302050287,8,ES,0,8,2297
FA2302050288,8,ES,0,8,2298
FA2302190205,8,CNC,0,23,2299
FA2302190206,8,CNC,0,23,2300
FA2303050022,8,WE,0,3,2301
FA2301030053,9,WE,0,3,2302
FA2302050124,9,M,0,0.7,2303
FA2302050126,9,M,0,0.7,2304
FA2302050128,9,G,0,0.3,2305
FA2302050129,9,G,0,0.3,2306
FA2302050130,9,G,0,0.3,2307
FA2302050287,9,M,0,0.5,2308
FA2302050288,9,M,0,0.5,2309
FA2302170109,9,M,0,2,2310
FA2302190115,9,EP,0,0.5,2311
FA2302190205,9,GP,0,3,2312
FA2302190206,9,GP,0,3,2313
FA2303050022,9,ES,0,8,2314
FA2301030053,10,ES,0,8,2315
FA2302050122,10,ES,0,10,2316
FA2302050124,10,G,0,0.5,2317
FA2302050126,10,G,0,0.5,2318
FA2302190115,10,WE,0,10,2319
FA2302190205,10,CNC,0,11,2320
FA2302190206,10,CNC,0,11,2321
FA2303050022,10,M,0,0.5,2322
FA2302050122,11,M,0,0.8,2323
FA2302190115,11,ES,0,68,2324
FA2302190205,11,EP,0,3,2325
FA2302190206,11,EP,0,3,2326
FA2303050022,11,G,0,0.5,2327
FA2302050122,12,G,0,0.5,2328
FA2302190115,12,M,0,0.5,2329
FA2302190205,12,WE,0,35,2330
FA2302190206,12,WE,0,35,2331
FA2302190205,13,CNC,0,27,2332
FA2302190206,13,CNC,0,27,2333
FA2302190205,14,P,0,1,2334
FA2302190206,14,P,0,1,2335
FA2302190205,15,ES,0,68,2336
FA2302190206,15,ES,0,68,2337
FA2303130392,1,ES,0,2,2338
FA2303130443,1,CNC,0,3,2339
FA2302250106,2,WE,0,1,2340
FA2302250108,2,CNC,0,1.5,2341
FA2302250109,2,CNC,0,1.5,2342
FA2303090024,2,ES,0,2.5,2343
FA2303090025,2,ES,0,2.5,2344
FA2303090026,2,ES,0,2,2345
FA2303090079,2,G,0,0.5,2346
FA2303090080,2,ES,0,1.5,2347
FA2303090081,2,ES,0,2.5,2348
FA2303090084,2,CNC,0,1.5,2349
FA2303090085,2,CNC,0,1.5,2350
FA2303090086,2,CNC,0,2,2351
FA2303090087,2,CNC,0,1.5,2352
FA2303090089,2,CNC,0,1.5,2353
FA2303100015,2,CNC,0,2,2354
FA2303100071,2,CNC,0,1.8,2355
FA2303100072,2,CNC,0,2.8,2356
FA2303100073,2,ES,0,3.5,2357
FA2303100074,2,ES,0,2,2358
FA2303100076,2,G,0,0.6,2359
FA2303100077,2,G,0,1,2360
FA2303100110,2,CNC,0,4,2361
FA2303100111,2,ES,0,3,2362
FA2303100112,2,G,0,0.6,2363
FA2303100113,2,G,0,0.6,2364
FA2303100114,2,CNC,0,3,2365
FA2303100115,2,ES,0,2.5,2366
FA2303100116,2,ES,0,3.5,2367
FA2303100118,2,ES,0,3,2368
FA2303100119,2,BD,0,1.5,2369
FA2303100120,2,BD,0,1.5,2370
FA2303100121,2,BD,0,1.5,2371
FA2303100122,2,BD,0,1.5,2372
FA2303110089,2,GP,0,2,2373
FA2303120009,2,CNC,0,2.5,2374
FA2303120011,2,ES,0,2,2375
FA2303120013,2,CNC,0,1.8,2376
FA2303120014,2,G,0,1.5,2377
FA2303120063,2,M,0,1,2378
FA2303120070,2,M,0,2.5,2379
FA2303130393,2,ES,0,6,2380
FA2303130410,2,G,0,8,2381
FA2303130478,2,G,0,0.8,2382
FA2302190090,3,H,0,72,2383
FA2302200380,3,GP,0,2.5,2384
FA2302200464,3,GP,0,2.5,2385
FA2302250106,3,CNC,0,1.5,2386
FA2302250107,3,CNC,0,1.5,2387
FA2302250108,3,WE,0,1,2388
FA2302250109,3,WE,0,1.5,2389
FA2303090017,3,G,0,5,2390
FA2303090079,3,ES,0,1.5,2391
FA2303090084,3,ES,0,1.5,2392
FA2303090085,3,ES,0,1.5,2393
FA2303090086,3,ES,0,2,2394
FA2303090087,3,ES,0,1.5,2395
FA2303090088,3,CNC,0,1.5,2396
FA2303090089,3,WE,0,1,2397
FA2303100015,3,EM,0,1,2398
FA2303100071,3,EP,0,0.5,2399
FA2303100072,3,EP,0,0.8,2400
FA2303100076,3,ES,0,3,2401
FA2303100077,3,CNC,0,3,2402
FA2303100110,3,WE,0,4,2403
FA2303100112,3,ES,0,3,2404
FA2303100113,3,ES,0,3,2405
FA2303100114,3,WE,0,2,2406
FA2303100117,3,ES,0,2.5,2407
FA2303120009,3,ES,0,4,2408
FA2303120013,3,ES,0,1.8,2409
FA2303120070,3,H,0,72,2410
FA2303130478,3,ES,0,1.3,2411
FA2302190090,4,GP,0,4,2412
FA2302200380,4,G,0,4,2413
FA2302200464,4,G,0,4,2414
FA2302250106,4,ES,0,2,2415
FA2302250107,4,ES,0,2.5,2416
FA2302250108,4,ES,0,3,2417
FA2302250109,4,ES,0,3,2418
FA2303090017,4,M,0,4,2419
FA2303090088,4,ES,0,1.5,2420
FA2303090089,4,ES,0,1.5,2421
FA2303100071,4,WE,0,4,2422
FA2303100072,4,WE,0,4,2423
FA2303100077,4,ES,0,6,2424
FA2303100110,4,ES,0,8,2425
FA2303100114,4,ES,0,5,2426
FA2303110016,4,M,0,1,2427
FA2303120004,4,ES,0,2.5,2428
FA2303120009,4,EM,0,1.5,2429
FA2303120070,4,G,0,2,2430
FA2301200064,5,M,0,1.5,2431
FA2301200065,5,M,0,1,2432
FA2302190090,5,G,0,10,2433
FA2302200380,5,WE,0,3,2434
FA2302200464,5,WE,0,3,2435
FA2302280157,5,GP,0,6,2436
FA2303060087,5,GP,0,2.5,2437
FA2303100029,5,ES,0,1.8,2438
FA2303100071,5,ES,0,3,2439
FA2303100072,5,ES,0,6,2440
FA2303120070,5,EP,0,0.5,2441
FA2301200059,6,ES,0,3,2442
FA2301200064,6,EP,0,1.5,2443
FA2301200065,6,CNC,0,4.5,2444
FA2301200066,6,EP,0,1.2,2445
FA2302200380,6,CNC,0,6,2446
FA2302200464,6,CNC,0,6,2447
FA2302280157,6,G,0,4,2448
FA2303060087,6,CNC,0,3,2449
FA2303100071,6,M,0,0.8,2450
FA2303100072,6,M,0,0.8,2451
FA2303120060,6,M,0,0.5,2452
FA2303120070,6,WE,0,5,2453
FA2303130026,6,WE,0,1,2454
FA2303130027,6,CNC,0,1.5,2455
FA2301200065,7,EP,0,1,2456
FA2302120012,7,EP,0,2,2457
FA2302200380,7,ES,0,2.5,2458
FA2302200464,7,ES,0,2.5,2459
FA2302280157,7,CNC,0,40,2460
FA2303060087,7,WE,0,6,2461
FA2303120070,7,M,0,0.5,2462
FA2302120012,8,WE,0,30,2463
FA2302200380,8,M,0,1,2464
FA2302200464,8,M,0,1,2465
FA2302280157,8,EP,0,3,2466
FA2302120011,9,G,0,5,2467
FA2302120012,9,G,0,5,2468
FA2302280157,9,WE,0,26,2469
FA2302120011,10,ES,0,60,2470
FA2302120012,10,ES,0,60,2471
FA2302280157,10,ES,0,70,2472
FA2302120011,11,M,0,2,2473
FA2302120012,11,M,0,2,2474
FA2303130491,1,G,0,1.5,2475
FA2303100042,2,CNC,0,2,2476
FA2303100044,2,G,0,0.8,2477
FA2303100045,2,G,0,0.8,2478
FA2303100046,2,G,0,0.7,2479
FA2303100047,2,G,0,0.7,2480
FA2303100048,2,G,0,0.7,2481
FA2303100049,2,G,0,1.2,2482
FA2303100053,2,G,0,0.7,2483
FA2303100055,2,G,0,0.7,2484
FA2303100056,2,G,0,3,2485
FA2303100057,2,G,0,0.8,2486
FA2303100058,2,ES,0,1.5,2487
FA2303130381,2,G,0,3,2488
FA2303130459,2,ES,0,2.5,2489
FA2303130460,2,ES,0,2.5,2490
FA2303130468,2,ES,0,5,2491
FA2303130469,2,ES,0,3,2492
FA2303130495,2,WE,0,8,2493
FA2302120004,3,H,0,72,2494
FA2302190040,3,H,0,72,2495
FA2302190042,3,CNC,0,2.5,2496
FA2302190043,3,H,0,72,2497
FA2302190044,3,H,0,72,2498
FA2302190046,3,H,0,72,2499
FA2302190047,3,H,0,72,2500
FA2302190050,3,H,0,72,2501
FA2302190051,3,H,0,72,2502
FA2302190052,3,H,0,72,2503
FA2302190057,3,CNC,0,3,2504
FA2302190058,3,H,0,72,2505
FA2302190060,3,G,0,1.5,2506
FA2302190061,3,G,0,1.5,2507
FA2302190062,3,G,0,1.5,2508
FA2302190063,3,H,0,72,2509
FA2302190066,3,H,0,72,2510
FA2302190075,3,H,0,72,2511
FA2302190077,3,H,0,72,2512
FA2302190078,3,H,0,72,2513
FA2302190081,3,H,0,72,2514
FA2302190082,3,H,0,72,2515
FA2302190089,3,H,0,72,2516
FA2302190092,3,H,0,72,2517
FA2302190093,3,H,0,72,2518
FA2302220102,3,H,0,72,2519
FA2302220104,3,H,0,72,2520
FA2302220105,3,H,0,72,2521
FA2302220108,3,H,0,72,2522
FA2302220109,3,H,0,72,2523
FA2302220110,3,CNC,0,2.5,2524
FA2302220111,3,H,0,72,2525
FA2302220125,3,H,0,72,2526
FA2302220126,3,H,0,72,2527
FA2302220127,3,H,0,72,2528
FA2302220142,3,H,0,72,2529
FA2302220147,3,H,0,72,2530
FA2302220148,3,H,0,72,2531
FA2302220154,3,H,0,72,2532
FA2302220159,3,H,0,72,2533
FA2302220160,3,H,0,72,2534
FA2303010175,3,BD,0,8,2535
FA2303010178,3,BD,0,6,2536
FA2303010179,3,BD,0,4,2537
FA2303100042,3,ES,0,4,2538
FA2303100044,3,ES,0,1.5,2539
FA2303100045,3,ES,0,1.5,2540
FA2303130495,3,M,0,2,2541
FA2302120004,4,G,0,3,2542
FA2302190040,4,G,0,2.4,2543
FA2302190042,4,H,0,72,2544
FA2302190043,4,GP,0,1,2545
FA2302190044,4,GP,0,1,2546
FA2302190046,4,GP,0,1,2547
FA2302190047,4,GP,0,1,2548
FA2302190050,4,GP,0,1.3,2549
FA2302190051,4,GP,0,1.3,2550
FA2302190052,4,GP,0,1.3,2551
FA2302190057,4,H,0,72,2552
FA2302190058,4,GP,0,1.5,2553
FA2302190060,4,M,0,0.5,2554
FA2302190061,4,M,0,0.5,2555
FA2302190062,4,M,0,0.5,2556
FA2302190063,4,GP,0,1.5,2557
FA2302190066,4,G,0,1.5,2558
FA2302190067,4,G,0,1.3,2559
FA2302190068,4,G,0,1.3,2560
FA2302190075,4,G,0,1.5,2561
FA2302190076,4,G,0,1.5,2562
FA2302190077,4,G,0,1.5,2563
FA2302190078,4,G,0,1.5,2564
FA2302190080,4,G,0,1.5,2565
FA2302190081,4,G,0,1.5,2566
FA2302190082,4,G,0,1.5,2567
FA2302190089,4,GP,0,2,2568
FA2302190091,4,GP,0,8,2569
FA2302190092,4,G,0,6,2570
FA2302190093,4,G,0,4,2571
FA2302190099,4,GP,0,3.5,2572
FA2302190100,4,GP,0,3.5,2573
FA2302200067,4,CNC,0,4,2574
FA2302200068,4,CNC,0,4,2575
FA2302220102,4,GP,0,1.5,2576
FA2302220104,4,GP,0,1.5,2577
FA2302220105,4,GP,0,1.5,2578
FA2302220108,4,GP,0,1.5,2579
FA2302220109,4,GP,0,3.5,2580
FA2302220110,4,H,0,72,2581
FA2302220111,4,GP,0,3.5,2582
FA2302220125,4,GP,0,1.5,2583
FA2302220126,4,GP,0,1.5,2584
FA2302220127,4,GP,0,1.5,2585
FA2302220142,4,GP,0,2.5,2586
FA2302220147,4,GP,0,2.5,2587
FA2302220148,4,GP,0,2.5,2588
FA2302220154,4,GP,0,1.5,2589
FA2302220157,4,H,0,72,2590
FA2302220159,4,G,0,5,2591
FA2302220160,4,G,0,5,2592
FA2302120004,5,M,0,0.3,2593
FA2302190039,5,CNC,0,14,2594
FA2302190040,5,WE,0,3,2595
FA2302190042,5,GP,0,1.5,2596
FA2302190043,5,G,0,0.5,2597
FA2302190044,5,G,0,0.5,2598
FA2302190046,5,G,0,0.5,2599
FA2302190047,5,G,0,0.5,2600
FA2302190050,5,M,0,0.5,2601
FA2302190051,5,M,0,0.5,2602
FA2302190052,5,M,0,0.5,2603
FA2302190057,5,GP,0,3,2604
FA2302190058,5,M,0,0.5,2605
FA2302190060,5,H,0,72,2606
FA2302190061,5,H,0,72,2607
FA2302190062,5,H,0,72,2608
FA2302190063,5,M,0,0.7,2609
FA2302190066,5,WE,0,1.8,2610
FA2302190067,5,WE,0,1.8,2611
FA2302190068,5,WE,0,2.8,2612
FA2302190075,5,WE,0,2.5,2613
FA2302190076,5,WE,0,1.8,2614
FA2302190077,5,WE,0,2.2,2615
FA2302190078,5,WE,0,1.8,2616
FA2302190080,5,WE,0,1.8,2617
FA2302190081,5,WE,0,1.8,2618
FA2302190082,5,WE,0,1.8,2619
FA2302190089,5,G,0,5,2620
FA2302190099,5,G,0,1,2621
FA2302190100,5,G,0,1,2622
FA2302200034,5,CNC,0,2,2623
FA2302200035,5,CNC,0,2,2624
FA2302200036,5,CNC,0,2,2625
FA2302200037,5,CNC,0,2,2626
FA2302200067,5,EP,0,1,2627
FA2302200068,5,EP,0,0.3,2628
FA2302200069,5,CNC,0,2,2629
FA2302220102,5,M,0,0.3,2630
FA2302220104,5,M,0,0.3,2631
FA2302220105,5,M,0,0.5,2632
FA2302220108,5,M,0,0.3,2633
FA2302220109,5,G,0,5,2634
FA2302220110,5,GP,0,2.5,2635
FA2302220111,5,G,0,5,2636
FA2302220125,5,WE,0,3,2637
FA2302220126,5,WE,0,2.5,2638
FA2302220127,5,WE,0,3,2639
FA2302220142,5,WE,0,8,2640
FA2302220147,5,G,0,3,2641
FA2302220148,5,G,0,3,2642
FA2302220154,5,M,0,0.3,2643
FA2302220157,5,GP,0,3,2644
FA2302220159,5,M,0,0.5,2645
FA2302220160,5,WE,0,2.5,2646
FA2303080207,5,M,0,1,2647
FA2303080208,5,M,0,1,2648
FA2303080209,5,EP,0,0.4,2649
FA2303080210,5,EP,0,0.5,2650
FA2303080211,5,M,0,0.7,2651
FA2303110029,5,ES,0,2,2652
FA2302190039,6,GP,0,6,2653
FA2302190042,6,G,0,2,2654
FA2302190043,6,M,0,0.5,2655
FA2302190044,6,M,0,0.5,2656
FA2302190046,6,M,0,0.5,2657
FA2302190047,6,M,0,0.5,2658
FA2302190057,6,WE,0,5,2659
FA2302190060,6,GP,0,1,2660
FA2302190061,6,GP,0,1,2661
FA2302190062,6,GP,0,1,2662
FA2302190075,6,M,0,0.5,2663
FA2302190080,6,M,0,0.5,2664
FA2302190081,6,M,0,0.5,2665
FA2302190082,6,M,0,0.5,2666
FA2302200034,6,EP,0,0.5,2667
FA2302200035,6,EP,0,0.5,2668
FA2302200036,6,EP,0,0.5,2669
FA2302200037,6,EP,0,0.5,2670
FA2302200062,6,EP,0,1,2671
FA2302200064,6,EP,0,1,2672
FA2302200066,6,EP,0,1,2673
FA2302200067,6,WE,0,6,2674
FA2302200068,6,WE,0,1.5,2675
FA2302200069,6,EP,0,0.5,2676
FA2302220109,6,WE,0,6,2677
FA2302220110,6,G,0,3,2678
FA2302220111,6,WE,0,8,2679
FA2302220157,6,G,0,3.5,2680
FA2302220160,6,M,0,0.5,2681
FA2303080207,6,CNC,0,2.5,2682
FA2303080208,6,CNC,0,2.5,2683
FA2303080209,6,WE,0,1,2684
FA2303080210,6,WE,0,2,2685
FA2303080211,6,ES,0,4,2686
FA2302190039,7,CNC,0,32,2687
FA2302190042,7,CNC,0,3,2688
FA2302190060,7,M,0,0.5,2689
FA2302190061,7,M,0,0.5,2690
FA2302190062,7,M,0,0.5,2691
FA2302200034,7,WE,0,2.5,2692
FA2302200035,7,WE,0,2.5,2693
FA2302200036,7,WE,0,2.5,2694
FA2302200037,7,WE,0,2.5,2695
FA2302200062,7,WE,0,6,2696
FA2302200063,7,WE,0,6,2697
FA2302200064,7,WE,0,4,2698
FA2302200065,7,WE,0,6,2699
FA2302200066,7,WE,0,6,2700
FA2302200069,7,WE,0,2.5,2701
FA2302220110,7,CNC,0,3,2702
FA2302220157,7,CNC,0,3.5,2703
FA2303080207,7,ES,0,2,2704
FA2303080208,7,ES,0,2,2705
FA2303080209,7,M,0,0.8,2706
FA2303080210,7,M,0,0.8,2707
FA2302190039,8,WE,0,9,2708
FA2302190042,8,M,0,0.5,2709
FA2302200034,8,G,0,0.5,2710
FA2302200036,8,G,0,0.5,2711
FA2302200037,8,G,0,0.5,2712
FA2302200062,8,G,0,1,2713
FA2302200063,8,ES,0,4,2714
FA2302200064,8,ES,0,3,2715
FA2302200065,8,G,0,1,2716
FA2302200066,8,G,0,1,2717
FA2302160753,9,M,0,2,2718
FA2302170188,9,M,0,2,2719
FA2302190039,9,M,0,7,2720
FA2302200062,9,ES,0,3,2721
FA2302200065,9,ES,0,4,2722
FA2302200066,9,ES,0,3,2723
FA2303140004,1,CNC,0,5,2724
FA2303020345,2,ES,0,3,2725
FA2303020346,2,G,0,0.6,2726
FA2303020347,2,ES,0,3,2727
FA2303020348,2,CNC,0,1.5,2728
FA2303020349,2,CNC,0,1.5,2729
FA2303020350,2,ES,0,2,2730
FA2303020351,2,ES,0,2,2731
FA2303020354,2,CNC,0,1.5,2732
FA2303020356,2,CNC,0,2.5,2733
FA2303110074,2,G,0,1.2,2734
FA2303110075,2,G,0,1.2,2735
FA2303110076,2,G,0,1.2,2736
FA2303110077,2,G,0,1.2,2737
FA2303110078,2,G,0,1.2,2738
FA2303110079,2,G,0,1.2,2739
FA2303110080,2,G,0,1.2,2740
FA2303110081,2,G,0,1.2,2741
FA2303110082,2,G,0,1.2,2742
FA2303110083,2,G,0,1.2,2743
FA2303120071,2,EP,0,0.5,2744
FA2303140004,2,M,0,1.5,2745
FA2302010010,3,MC,0,18,2746
FA2303020346,3,ES,0,2.5,2747
FA2303020348,3,ES,0,2,2748
FA2303020349,3,ES,0,2,2749
FA2303020354,3,ES,0,2,2750
FA2303020356,3,EP,0,0.5,2751
FA2303020357,3,CNC,0,1.5,2752
FA2303020358,3,CNC,0,2,2753
FA2303020363,3,ES,0,1.5,2754
FA2303050083,3,H,0,72,2755
FA2303050086,3,H,0,72,2756
FA2303100103,3,H,0,72,2757
FA2303110074,3,ES,0,2,2758
FA2303110075,3,ES,0,3,2759
FA2303110076,3,ES,0,3,2760
FA2303110077,3,ES,0,3,2761
FA2303110078,3,ES,0,3,2762
FA2303110079,3,ES,0,2,2763
FA2303110080,3,ES,0,2,2764
FA2303110081,3,ES,0,3,2765
FA2303110082,3,ES,0,3,2766
FA2303110083,3,ES,0,3,2767
FA2303120071,3,WE,0,6,2768
FA2303140004,3,ES,0,20,2769
FA2302010010,4,BD,0,4,2770
FA2303020356,4,WE,0,2,2771
FA2303020357,4,EP,0,0.3,2772
FA2303020358,4,EP,0,0.5,2773
FA2303050083,4,G,0,3.5,2774
FA2303050086,4,G,0,3.5,2775
FA2303100103,4,GP,0,1.5,2776
FA2303120071,4,G,0,6,2777
FA2302010010,5,GP,0,14,2778
FA2302120013,5,CNC,0,10,2779
FA2302120014,5,CNC,0,10,2780
FA2302220165,5,EP,0,0.5,2781
FA2303020356,5,ES,0,3,2782
FA2303020357,5,WE,0,1.5,2783
FA2303020358,5,WE,0,2,2784
FA2303050083,5,CNC,0,8,2785
FA2303050086,5,CNC,0,8,2786
FA2303100103,5,WE,0,1.5,2787
FA2303120071,5,ES,0,24,2788
FA2302010010,6,MC,0,24,2789
FA2302120013,6,EP,0,1.5,2790
FA2302120014,6,EP,0,1.5,2791
FA2302220165,6,WE,0,25,2792
FA2302220308,6,CNC,0,9,2793
FA2302280111,6,H,0,72,2794
FA2302280113,6,H,0,72,2795
FA2303020357,6,ES,0,3,2796
FA2303020358,6,ES,0,3,2797
FA2303050083,6,ES,0,24,2798
FA2303050086,6,ES,0,24,2799
FA2303120071,6,M,0,1.5,2800
FA2302120013,7,WE,0,7,2801
FA2302120014,7,WE,0,7,2802
FA2302220165,7,CNC,0,12,2803
FA2302220278,7,EP,0,2,2804
FA2302220308,7,EP,0,1.8,2805
FA2302280111,7,GP,0,6,2806
FA2302280113,7,GP,0,6,2807
FA2303050083,7,WE,0,14,2808
FA2303050086,7,WE,0,14,2809
FA2303120071,7,G,0,0.5,2810
FA2302120013,8,ES,0,34,2811
FA2302120014,8,ES,0,34,2812
FA2302220165,8,ES,0,15,2813
FA2302220278,8,WE,0,9,2814
FA2302220308,8,WE,0,9,2815
FA2302280111,8,WE,0,45,2816
FA2302280113,8,WE,0,45,2817
FA2303050083,8,G,0,6,2818
FA2303050086,8,G,0,6,2819
FA2302120013,9,M,0,1,2820
FA2302120014,9,M,0,1,2821
FA2302220165,9,M,0,0.5,2822
FA2302220278,9,P,0,1,2823
FA2302220308,9,ES,0,38,2824
FA2302280111,9,CNC,0,10,2825
FA2302280113,9,CNC,0,10,2826
FA2302220278,10,ES,0,32,2827
FA2302220308,10,M,0,0.8,2828
FA2302220278,11,M,0,1.5,2829
FA2303140002,1,MC,0,7.5,2830
FA2303140003,1,WE,0,2,2831
FA2303110092,2,M,0,2,2832
FA2303120027,2,ES,0,2,2833
FA2303120028,2,G,0,1.5,2834
FA2303120029,2,G,0,0.8,2835
FA2303120034,2,G,0,2.5,2836
FA2303120074,2,M,0,7,2837
FA2303120075,2,M,0,7,2838
FA2303130411,2,ES,0,3,2839
FA2303130428,2,M,0,3,2840
FA2303130479,2,ES,0,2.5,2841
FA2303130480,2,ES,0,2.5,2842
FA2303130481,2,G,0,4,2843
FA2303130482,2,G,0,6,2844
FA2303140002,2,BD,0,1.4,2845
FA2302190035,3,G,0,3,2846
FA2302190038,3,CNC,0,6,2847
FA2303050087,3,H,0,24,2848
FA2303050088,3,H,0,24,2849
FA2303110092,3,G,0,2,2850
FA2303110093,3,G,0,1.5,2851
FA2303120022,3,ES,0,3,2852
FA2303120074,3,H,0,72,2853
FA2303120075,3,H,0,72,2854
FA2303130405,3,H,0,72,2855
FA2303130423,3,CNC,0,1.5,2856
FA2303130424,3,CNC,0,1.5,2857
FA2303130425,3,CNC,0,1.5,2858
FA2303130428,3,H,0,72,2859
FA2302190035,4,EP,0,1,2860
FA2302190038,4,GP,0,4,2861
FA2302200131,4,CNC,0,4,2862
FA2302200132,4,CNC,0,4,2863
FA2303050087,4,GP,0,4,2864
FA2303050088,4,GP,0,4,2865
FA2303110092,4,CNC,0,4,2866
FA2303120002,4,M,0,3.5,2867
FA2303120022,4,EM,0,1.5,2868
FA2303120023,4,ES,0,3.5,2869
FA2303120074,4,GP,0,4,2870
FA2303120075,4,GP,0,4,2871
FA2303130405,4,GP,0,4,2872
FA2303130406,4,CNC,0,4,2873
FA2303130423,4,WE,0,1.2,2874
FA2303130424,4,WE,0,1.2,2875
FA2303130425,4,WE,0,1.2,2876
FA2303130428,4,GP,0,4,2877
FA2302180342,5,CNC,0,2,2878
FA2302180343,5,CNC,0,2,2879
FA2302180344,5,CNC,0,2,2880
FA2302190035,5,WE,0,12,2881
FA2302190038,5,CNC,0,11,2882
FA2302190201,5,CNC,0,10,2883
FA2302190202,5,CNC,0,10,2884
FA2302200102,5,CNC,0,2,2885
FA2302200118,5,CNC,0,2,2886
FA2302200119,5,CNC,0,2,2887
FA2302200120,5,CNC,0,2,2888
FA2302200131,5,EP,0,1,2889
FA2302200132,5,EP,0,0.3,2890
FA2302200133,5,CNC,0,2,2891
FA2302220099,5,CNC,0,6,2892
FA2303050087,5,G,0,5,2893
